Date,USD_Index,Ethanol_future,Corn_future,Natural_Gas_future
2000-07-14,108.44999694824219,,,
2000-07-17,108.69999694824219,,179.25,
2000-07-18,109.37999725341797,,180.75,
2000-07-19,109.58999633789062,,182.0,
2000-07-20,108.61000061035156,,186.0,
2000-07-21,108.41999816894531,,187.75,
2000-07-24,108.69000244140625,,184.5,
2000-07-25,108.37999725341797,,182.75,
2000-07-26,108.11000061035156,,180.5,
2000-07-27,108.88999938964844,,181.0,
2000-07-28,109.73999786376953,,180.25,
2000-07-31,109.56999969482422,,180.25,
2000-08-01,110.05000305175781,,179.75,
2000-08-02,110.66999816894531,,180.5,
2000-08-03,110.9800033569336,,180.0,
2000-08-04,110.8499984741211,,178.75,
2000-08-07,110.80000305175781,,177.75,
2000-08-08,111.31999969482422,,179.5,
2000-08-09,111.44000244140625,,178.25,
2000-08-10,110.9000015258789,,177.25,
2000-08-11,111.20999908447266,,174.75,
2000-08-14,111.08000183105469,,175.75,
2000-08-15,110.51000213623047,,175.75,
2000-08-16,110.26000213623047,,178.5,
2000-08-17,110.11000061035156,,178.5,
2000-08-18,111.01000213623047,,177.5,
2000-08-21,111.45999908447266,,176.25,
2000-08-22,111.79000091552734,,175.5,
2000-08-23,111.41999816894531,,175.25,
2000-08-24,111.2300033569336,,176.0,
2000-08-25,111.3499984741211,,176.5,
2000-08-28,111.45999908447266,,179.5,
2000-08-29,112.19999694824219,,184.25,
2000-08-30,112.13999938964844,,181.5,4.804999828338623
2000-08-31,112.5999984741211,,182.0,4.78000020980835
2000-09-01,111.41999816894531,,183.25,4.835000038146973
2000-09-05,112.41000366210938,,183.5,4.960000038146973
2000-09-06,114.12000274658203,,186.25,5.065000057220459
2000-09-07,113.6500015258789,,181.0,4.998000144958496
2000-09-08,114.33999633789062,,181.75,4.880000114440918
2000-09-11,115.37000274658203,,184.25,5.014999866485596
2000-09-12,115.16999816894531,,186.0,5.005000114440918
2000-09-13,115.33999633789062,,182.5,5.054999828338623
2000-09-14,115.16000366210938,,181.0,5.195000171661377
2000-09-15,115.94000244140625,,,5.204999923706055
2000-09-18,116.0,,184.0,5.295000076293945
2000-09-19,116.11000061035156,,185.0,5.369999885559082
2000-09-20,116.41000366210938,,183.5,5.320000171661377
2000-09-21,115.2699966430664,,183.75,5.2870001792907715
2000-09-22,113.55999755859375,,186.25,5.13100004196167
2000-09-25,114.05999755859375,,186.25,5.276000022888184
2000-09-26,113.16000366210938,,190.0,5.360000133514404
2000-09-27,113.11000061035156,,190.5,5.329999923706055
2000-09-28,113.30999755859375,,190.5,5.139999866485596
2000-09-29,113.25,,192.0,5.199999809265137
2000-10-02,113.79000091552734,,192.0,5.3520002365112305
2000-10-03,114.22000122070312,,195.25,5.3480000495910645
2000-10-04,114.16999816894531,,199.5,5.289999961853027
2000-10-05,114.73999786376953,,200.5,5.1519999504089355
2000-10-06,114.8499984741211,,199.5,5.0
2000-10-09,114.80999755859375,,199.5,5.150000095367432
2000-10-10,114.36000061035156,,197.5,5.133999824523926
2000-10-11,114.48999786376953,,199.75,5.585000038146973
2000-10-12,114.88999938964844,,200.5,5.625
2000-10-13,115.86000061035156,,204.0,5.534999847412109
2000-10-16,116.38999938964844,,204.0,5.355000019073486
2000-10-17,115.88999938964844,,203.25,5.460000038146973
2000-10-18,117.33000183105469,,202.0,5.210000038146973
2000-10-19,116.94000244140625,,203.0,4.960000038146973
2000-10-20,117.16000366210938,,,4.936999797821045
2000-10-23,117.54000091552734,,200.75,5.072000026702881
2000-10-24,117.41999816894531,,,4.820000171661377
2000-10-25,118.48999786376953,,199.5,4.650000095367432
2000-10-26,118.5,,198.0,4.65500020980835
2000-10-27,117.38999938964844,,196.25,4.53000020980835
2000-10-30,117.25,,196.0,4.480000019073486
2000-10-31,116.6500015258789,,,4.5
2000-11-01,115.55999755859375,,,4.685999870300293
2000-11-02,115.61000061035156,,202.25,4.760000228881836
2000-11-03,114.97000122070312,,,4.909999847412109
2000-11-06,115.69000244140625,,209.5,4.848999977111816
2000-11-07,115.5199966430664,,211.25,5.079999923706055
2000-11-08,116.2300033569336,,213.5,5.340000152587891
2000-11-09,115.33999633789062,,211.25,5.445000171661377
2000-11-10,115.79000091552734,,,5.460000038146973
2000-11-13,115.69999694824219,,208.75,5.690000057220459
2000-11-14,116.22000122070312,,208.0,6.019999980926514
2000-11-15,116.3499984741211,,208.5,6.239999771118164
2000-11-16,116.93000030517578,,208.25,5.789999961853027
2000-11-17,117.30999755859375,,209.25,6.119999885559082
2000-11-20,117.3499984741211,,212.25,6.239999771118164
2000-11-21,117.94999694824219,,210.25,6.409999847412109
2000-11-22,117.8499984741211,,210.25,6.577000141143799
2000-11-23,118.08999633789062,,,
2000-11-24,118.4800033569336,,210.75,
2000-11-27,117.0999984741211,,212.5,6.380000114440918
2000-11-28,116.58000183105469,,209.75,6.070000171661377
2000-11-29,116.61000061035156,,207.5,6.179999828338623
2000-11-30,115.23999786376953,,205.0,6.579999923706055
2000-12-01,114.7300033569336,,209.0,6.675000190734863
2000-12-04,113.70999908447266,,210.0,7.449999809265137
2000-12-05,114.47000122070312,,,7.409999847412109
2000-12-06,113.30999755859375,,,8.449999809265137
2000-12-07,113.54000091552734,,,8.399999618530273
2000-12-08,114.05000305175781,,,8.585000038146973
2000-12-11,114.29000091552734,,,9.420000076293945
2000-12-12,114.26000213623047,,,8.199999809265137
2000-12-13,114.70999908447266,,,7.599999904632568
2000-12-14,113.37999725341797,,,7.413000106811523
2000-12-15,112.9000015258789,,,8.399999618530273
2000-12-18,113.06999969482422,,215.5,8.527000427246094
2000-12-19,113.20999908447266,,,9.10200023651123
2000-12-20,111.97000122070312,,,9.359999656677246
2000-12-21,111.51000213623047,,218.0,9.850000381469727
2000-12-22,110.81999969482422,,,9.579000473022461
2000-12-26,110.30999755859375,,220.0,9.800000190734863
2000-12-27,110.31999969482422,,220.25,10.039999961853027
2000-12-28,110.37999725341797,,221.0,9.262999534606934
2000-12-29,109.55999755859375,,222.5,9.774999618530273
2001-01-02,108.7699966430664,,222.5,8.36400032043457
2001-01-03,110.16999816894531,,,8.220000267028809
2001-01-04,108.80999755859375,,,9.0
2001-01-05,108.41999816894531,,,9.25
2001-01-08,108.86000061035156,,,9.699999809265137
2001-01-09,109.5199966430664,,,9.800000190734863
2001-01-10,109.86000061035156,,,9.180000305175781
2001-01-11,109.01000213623047,,,8.710000038146973
2001-01-12,109.36000061035156,,,8.472000122070312
2001-01-15,109.97000122070312,,,
2001-01-16,110.11000061035156,,218.5,8.102999687194824
2001-01-17,110.80999755859375,,216.25,6.908999919891357
2001-01-18,109.94000244140625,,218.75,7.136000156402588
2001-01-19,110.66000366210938,,218.5,7.480000019073486
2001-01-22,110.23999786376953,,214.5,7.456999778747559
2001-01-23,110.23999786376953,,216.5,6.946000099182129
2001-01-24,111.68000030517578,,214.25,7.119999885559082
2001-01-25,111.61000061035156,,214.5,7.269999980926514
2001-01-26,111.45999908447266,,214.0,7.28000020980835
2001-01-29,111.7699966430664,,208.75,6.619999885559082
2001-01-30,110.9800033569336,,208.75,6.0970001220703125
2001-01-31,110.5199966430664,,208.5,5.650000095367432
2001-02-01,109.66000366210938,,208.5,6.400000095367432
2001-02-02,110.31999969482422,,211.5,6.743000030517578
2001-02-05,109.88999938964844,,213.0,5.705999851226807
2001-02-06,110.7699966430664,,211.5,5.763999938964844
2001-02-07,110.88999938964844,,214.0,6.25
2001-02-08,112.05999755859375,,211.25,6.170000076293945
2001-02-09,111.5199966430664,,210.25,6.210000038146973
2001-02-12,111.19000244140625,,209.75,5.809999942779541
2001-02-13,111.95999908447266,,,6.019999980926514
2001-02-14,112.04000091552734,,210.25,5.510000228881836
2001-02-15,113.19999694824219,,213.5,5.59499979019165
2001-02-16,112.26000213623047,,213.0,5.567999839782715
2001-02-19,111.91999816894531,,,
2001-02-20,112.81999969482422,,212.5,5.269999980926514
2001-02-21,113.12000274658203,,212.0,5.150000095367432
2001-02-22,113.33999633789062,,210.0,5.139999866485596
2001-02-23,112.02999877929688,,,5.150000095367432
2001-02-26,112.7699966430664,,209.75,5.059999942779541
2001-02-27,112.33999633789062,,209.5,5.289999961853027
2001-02-28,112.01000213623047,,211.25,5.244999885559082
2001-03-01,111.27999877929688,,214.5,5.184999942779541
2001-03-02,111.16999816894531,,217.0,5.275000095367432
2001-03-05,111.54000091552734,,215.5,5.335999965667725
2001-03-06,111.19999694824219,,,5.309999942779541
2001-03-07,111.83000183105469,,215.75,5.349999904632568
2001-03-08,111.48999786376953,,213.25,5.289999961853027
2001-03-09,111.44000244140625,,213.5,5.079999923706055
2001-03-12,112.01000213623047,,213.5,5.170000076293945
2001-03-13,113.11000061035156,,215.5,5.010000228881836
2001-03-14,113.69999694824219,,211.5,4.920000076293945
2001-03-15,114.70999908447266,,216.0,4.934999942779541
2001-03-16,115.31999969482422,,211.5,5.03000020980835
2001-03-19,115.19999694824219,,208.75,5.065000057220459
2001-03-20,114.11000061035156,,209.75,5.28000020980835
2001-03-21,115.52999877929688,,211.75,5.050000190734863
2001-03-22,116.30000305175781,,208.5,5.215000152587891
2001-03-23,115.94000244140625,,206.0,5.269999980926514
2001-03-26,115.20999908447266,,208.5,5.320000171661377
2001-03-27,115.43000030517578,,210.25,5.625
2001-03-28,116.01000213623047,,210.5,5.409999847412109
2001-03-29,116.5999984741211,,209.5,5.275000095367432
2001-03-30,117.37000274658203,,206.5,5.03000020980835
2001-04-02,117.33999633789062,,209.25,5.103000164031982
2001-04-03,115.62999725341797,,,5.114999771118164
2001-04-04,115.08000183105469,,210.25,5.182000160217285
2001-04-05,115.47000122070312,,212.75,5.429999828338623
2001-04-06,114.75,,213.75,5.388000011444092
2001-04-09,115.20999908447266,,212.25,5.4770002365112305
2001-04-10,116.0199966430664,,211.0,5.559000015258789
2001-04-11,116.12999725341797,,209.25,5.380000114440918
2001-04-12,115.54000091552734,,210.5,5.38100004196167
2001-04-16,116.18000030517578,,213.5,5.515999794006348
2001-04-17,116.45999908447266,,212.75,5.248000144958496
2001-04-18,116.12999725341797,,209.75,5.1479997634887695
2001-04-19,115.0199966430664,,209.0,5.110000133514404
2001-04-20,114.31999969482422,,204.25,5.127999782562256
2001-04-23,114.7699966430664,,201.5,5.125
2001-04-24,115.19999694824219,,198.0,5.078000068664551
2001-04-25,114.9800033569336,,194.5,4.960000038146973
2001-04-26,114.45999908447266,,197.0,4.890999794006348
2001-04-27,115.62000274658203,,198.25,4.867000102996826
2001-04-30,115.8499984741211,,195.0,4.695000171661377
2001-05-01,115.30000305175781,,199.25,4.640999794006348
2001-05-02,115.16000366210938,,199.5,4.482999801635742
2001-05-03,115.37999725341797,,200.75,4.5269999504089355
2001-05-04,114.93000030517578,,200.5,4.489999771118164
2001-05-07,115.31999969482422,,204.0,4.238999843597412
2001-05-08,116.08000183105469,,200.75,4.2789998054504395
2001-05-09,116.05000305175781,,197.0,4.199999809265137
2001-05-10,116.37000274658203,,197.75,4.3480000495910645
2001-05-11,116.83999633789062,,191.5,4.2779998779296875
2001-05-14,117.13999938964844,,191.5,4.394000053405762
2001-05-15,116.79000091552734,,201.5,4.6529998779296875
2001-05-16,116.13999938964844,,201.25,4.297999858856201
2001-05-17,116.12000274658203,,201.0,4.248000144958496
2001-05-18,116.41000366210938,,201.5,4.290999889373779
2001-05-21,116.5199966430664,,198.5,4.110000133514404
2001-05-22,117.69000244140625,,194.0,4.123000144958496
2001-05-23,118.29000091552734,,192.5,4.11299991607666
2001-05-24,118.36000061035156,,193.0,4.053999900817871
2001-05-25,118.18000030517578,,193.25,3.9730000495910645
2001-05-29,118.22000122070312,,190.75,3.73799991607666
2001-05-30,118.22000122070312,,189.25,3.9809999465942383
2001-05-31,119.06999969482422,,190.25,3.9140000343322754
2001-06-01,118.88999938964844,,193.5,3.930000066757202
2001-06-04,119.19000244140625,,196.5,4.068999767303467
2001-06-05,118.69999694824219,,197.0,3.8919999599456787
2001-06-06,119.36000061035156,,194.5,3.8010001182556152
2001-06-07,119.08999633789062,,199.75,3.7899999618530273
2001-06-08,119.20999908447266,,197.5,3.921999931335449
2001-06-11,120.05000305175781,,,4.178999900817871
2001-06-12,119.61000061035156,,199.0,4.301000118255615
2001-06-13,119.02999877929688,,198.0,4.111999988555908
2001-06-14,117.98999786376953,,195.5,4.038000106811523
2001-06-15,118.29000091552734,,193.75,3.9790000915527344
2001-06-18,118.36000061035156,,191.5,3.938999891281128
2001-06-19,119.04000091552734,,191.5,3.9809999465942383
2001-06-20,119.12999725341797,,193.5,3.740000009536743
2001-06-21,118.88999938964844,,197.75,3.746999979019165
2001-06-22,118.91000366210938,,197.0,3.742000102996826
2001-06-25,118.31999969482422,,194.25,3.446000099182129
2001-06-26,118.06999969482422,,192.5,3.3970000743865967
2001-06-27,118.37999725341797,,194.5,3.2100000381469727
2001-06-28,120.01000213623047,,197.25,3.2750000953674316
2001-06-29,119.43000030517578,,197.25,3.0959999561309814
2001-07-02,119.66999816894531,,196.5,3.117000102996826
2001-07-03,119.5999984741211,,198.5,3.2009999752044678
2001-07-04,119.91000366210938,,,
2001-07-05,120.9000015258789,,201.5,3.135999917984009
2001-07-06,119.9000015258789,,206.0,3.234999895095825
2001-07-09,119.88999938964844,,205.5,3.1530001163482666
2001-07-10,119.12999725341797,,213.0,3.2820000648498535
2001-07-11,118.63999938964844,,220.0,3.365000009536743
2001-07-12,119.08999633789062,,225.5,3.427999973297119
2001-07-13,119.33000183105469,,230.75,3.25
2001-07-16,119.30000305175781,,219.25,3.068000078201294
2001-07-17,118.9000015258789,,225.0,3.1649999618530273
2001-07-18,117.37999725341797,,216.0,3.0869998931884766
2001-07-19,117.33000183105469,,216.75,2.938999891281128
2001-07-20,117.20999908447266,,214.5,2.9549999237060547
2001-07-23,117.8499984741211,,207.5,2.9779999256134033
2001-07-24,117.12000274658203,,213.25,2.9700000286102295
2001-07-25,116.63999938964844,,217.5,3.2760000228881836
2001-07-26,116.73999786376953,,221.0,3.128000020980835
2001-07-27,116.94000244140625,,219.0,3.1670000553131104
2001-07-30,117.19999694824219,,218.5,3.3529999256134033
2001-07-31,117.18000030517578,,213.0,3.2960000038146973
2001-08-01,116.55999755859375,,219.0,3.0810000896453857
2001-08-02,116.27999877929688,,217.5,3.191999912261963
2001-08-03,116.13999938964844,,214.5,2.9709999561309814
2001-08-06,116.41999816894531,,211.0,3.0269999504089355
2001-08-07,116.83000183105469,,216.5,2.9709999561309814
2001-08-08,116.54000091552734,,216.0,3.0360000133514404
2001-08-09,115.25,,218.0,2.9560000896453857
2001-08-10,115.29000091552734,,222.0,3.0399999618530273
2001-08-13,115.01000213623047,,222.0,2.999000072479248
2001-08-14,114.38999938964844,,221.75,3.0940001010894775
2001-08-15,113.19000244140625,,222.5,3.4679999351501465
2001-08-16,113.08000183105469,,220.0,3.359999895095825
2001-08-17,112.98999786376953,,216.5,3.302999973297119
2001-08-20,113.4000015258789,,212.25,3.187000036239624
2001-08-21,113.29000091552734,,215.5,3.1659998893737793
2001-08-22,113.2699966430664,,215.5,2.8450000286102295
2001-08-23,113.08999633789062,,215.0,2.811000108718872
2001-08-24,113.33000183105469,,217.5,2.7060000896453857
2001-08-27,113.38999938964844,,214.25,2.5439999103546143
2001-08-28,113.43000030517578,,219.75,2.4200000762939453
2001-08-29,113.54000091552734,,216.0,2.3399999141693115
2001-08-30,112.83999633789062,,217.5,2.3949999809265137
2001-08-31,113.41999816894531,,217.25,2.380000114440918
2001-09-03,113.66999816894531,,,
2001-09-04,115.68000030517578,,217.0,2.3589999675750732
2001-09-05,115.5999984741211,,219.0,2.4200000762939453
2001-09-06,114.97000122070312,,216.0,2.440000057220459
2001-09-07,114.05000305175781,,214.25,2.5
2001-09-10,114.56999969482422,,213.0,2.3919999599456787
2001-09-11,,,214.5,
2001-09-12,,,214.25,
2001-09-14,,,219.5,2.552000045776367
2001-09-17,112.01000213623047,,,2.36899995803833
2001-09-18,111.91999816894531,,217.25,2.2249999046325684
2001-09-19,111.61000061035156,,214.25,2.1019999980926514
2001-09-20,111.87000274658203,,211.25,2.13700008392334
2001-09-21,113.04000091552734,,214.0,2.1029999256134033
2001-09-24,112.83999633789062,,,1.909999966621399
2001-09-25,112.27999877929688,,210.5,1.9249999523162842
2001-09-26,112.29000091552734,,210.75,1.8300000429153442
2001-09-27,112.9800033569336,,212.5,2.253000020980835
2001-09-28,113.4800033569336,,211.75,2.24399995803833
2001-10-01,113.0,,211.75,2.2079999446868896
2001-10-02,113.01000213623047,,205.75,2.2679998874664307
2001-10-03,113.4000015258789,,204.5,2.319999933242798
2001-10-04,113.16000366210938,,206.0,2.4140000343322754
2001-10-05,112.91000366210938,,206.75,2.2269999980926514
2001-10-08,112.58999633789062,,209.5,2.2699999809265137
2001-10-09,113.3499984741211,,211.0,2.388000011444092
2001-10-10,113.69999694824219,,208.5,2.4800000190734863
2001-10-11,114.44000244140625,,209.5,2.5309998989105225
2001-10-12,113.88999938964844,,208.25,2.430000066757202
2001-10-15,113.81999969482422,,200.75,2.378000020980835
2001-10-16,113.91999816894531,,,2.5920000076293945
2001-10-17,114.37999725341797,,201.75,2.4179999828338623
2001-10-18,114.3499984741211,,202.75,2.4860000610351562
2001-10-19,114.86000061035156,,200.5,2.680999994277954
2001-10-22,115.75,,200.5,2.806999921798706
2001-10-23,115.8499984741211,,199.0,2.680999994277954
2001-10-24,115.5999984741211,,199.25,2.9809999465942383
2001-10-25,115.55000305175781,,,2.937999963760376
2001-10-26,115.6500015258789,,202.0,3.0409998893737793
2001-10-29,114.44000244140625,,200.5,3.2019999027252197
2001-10-30,114.3499984741211,,198.5,3.183000087738037
2001-10-31,114.86000061035156,,201.0,3.2909998893737793
2001-11-01,114.45999908447266,,200.75,3.2899999618530273
2001-11-02,114.54000091552734,,198.25,3.247999906539917
2001-11-05,114.54000091552734,,198.5,2.921999931335449
2001-11-06,114.80999755859375,,198.5,2.880000114440918
2001-11-07,114.9800033569336,,198.75,2.869999885559082
2001-11-08,115.12999725341797,,200.0,2.9600000381469727
2001-11-09,115.08999633789062,,204.5,2.924999952316284
2001-11-12,115.33999633789062,,205.0,2.7330000400543213
2001-11-13,116.4000015258789,,204.0,2.7980000972747803
2001-11-14,116.19999694824219,,204.0,2.6760001182556152
2001-11-15,116.51000213623047,,207.0,2.5510001182556152
2001-11-16,116.41000366210938,,206.0,2.63700008392334
2001-11-19,116.93000030517578,,208.75,2.7909998893737793
2001-11-20,116.62000274658203,,209.0,2.8519999980926514
2001-11-21,117.1500015258789,,209.5,2.812999963760376
2001-11-22,117.30000305175781,,,
2001-11-23,117.33000183105469,,209.0,
2001-11-26,117.11000061035156,,208.0,2.696000099182129
2001-11-27,116.88999938964844,,203.5,2.6059999465942383
2001-11-28,116.16999816894531,,203.75,2.315999984741211
2001-11-29,116.12999725341797,,199.25,2.561000108718872
2001-11-30,116.12999725341797,,202.0,2.7009999752044678
2001-12-03,115.95999908447266,,208.25,2.634000062942505
2001-12-04,116.08000183105469,,210.5,2.562999963760376
2001-12-05,116.41000366210938,,211.0,2.490999937057495
2001-12-06,115.62999725341797,,209.75,2.565000057220459
2001-12-07,116.1500015258789,,205.5,2.568000078201294
2001-12-10,116.26000213623047,,208.25,2.746999979019165
2001-12-11,116.05000305175781,,209.0,2.802999973297119
2001-12-12,115.33000183105469,,206.75,2.7190001010894775
2001-12-13,115.80000305175781,,,2.75600004196167
2001-12-14,114.93000030517578,,207.25,2.8459999561309814
2001-12-17,114.93000030517578,,208.0,2.686000108718872
2001-12-18,115.1500015258789,,206.5,2.6570000648498535
2001-12-19,115.4800033569336,,206.75,2.615999937057495
2001-12-20,115.58999633789062,,204.75,2.686000108718872
2001-12-21,116.9800033569336,,203.5,2.8949999809265137
2001-12-24,117.94000244140625,,203.5,
2001-12-26,117.8499984741211,,199.75,2.9110000133514404
2001-12-27,117.56999969482422,,202.0,2.555000066757202
2001-12-28,117.26000213623047,,200.75,2.7739999294281006
2001-12-31,116.75,,199.75,2.569999933242798
2002-01-02,115.79000091552734,,199.5,2.4649999141693115
2002-01-03,116.11000061035156,,202.0,2.2679998874664307
2002-01-04,116.33000183105469,,202.5,2.2750000953674316
2002-01-07,116.33000183105469,,203.5,2.2720000743865967
2002-01-08,116.83000183105469,,204.0,2.2809998989105225
2002-01-09,117.01000213623047,,202.5,2.2279999256134033
2002-01-10,116.87999725341797,,201.5,2.184999942779541
2002-01-11,116.63999938964844,,205.5,2.2039999961853027
2002-01-14,116.63999938964844,,205.5,2.25
2002-01-15,117.29000091552734,,211.5,2.2909998893737793
2002-01-16,117.58999633789062,,213.0,2.3940000534057617
2002-01-17,117.8499984741211,,215.25,2.255000114440918
2002-01-18,117.51000213623047,,213.5,2.2360000610351562
2002-01-21,117.66000366210938,,,
2002-01-22,117.75,,211.25,2.125
2002-01-23,118.47000122070312,,209.75,2.075000047683716
2002-01-24,118.63999938964844,,209.0,2.059999942779541
2002-01-25,119.8499984741211,,210.25,2.1050000190734863
2002-01-28,120.04000091552734,,207.5,1.940000057220459
2002-01-29,119.62000274658203,,207.5,2.0250000953674316
2002-01-30,119.7300033569336,,205.5,2.0899999141693115
2002-01-31,120.23999786376953,,206.5,2.1500000953674316
2002-02-01,119.79000091552734,,205.5,2.140000104904175
2002-02-04,118.9000015258789,,206.0,2.125
2002-02-05,119.4000015258789,,206.0,2.069999933242798
2002-02-06,119.30000305175781,,206.5,2.109999895095825
2002-02-07,119.06999969482422,,204.25,2.1600000858306885
2002-02-08,118.9800033569336,,205.0,2.180000066757202
2002-02-11,118.44000244140625,,205.25,2.2850000858306885
2002-02-12,118.25,,205.25,2.299999952316284
2002-02-13,118.80000305175781,,206.0,2.259999990463257
2002-02-14,118.43000030517578,,209.25,2.190000057220459
2002-02-15,118.5999984741211,,206.75,2.2060000896453857
2002-02-18,118.76000213623047,,,
2002-02-19,118.36000061035156,,205.5,2.3949999809265137
2002-02-20,118.93000030517578,,206.75,2.384999990463257
2002-02-21,119.16000366210938,,207.5,2.424999952316284
2002-02-22,118.4800033569336,,207.5,2.434999942779541
2002-02-25,119.12999725341797,,204.75,2.315000057220459
2002-02-26,119.81999969482422,,202.5,2.3949999809265137
2002-02-27,119.56999969482422,,200.0,2.434999942779541
2002-02-28,119.16000366210938,,200.0,2.3550000190734863
2002-03-01,119.4000015258789,,199.5,2.380000114440918
2002-03-04,118.80999755859375,,200.5,2.48799991607666
2002-03-05,118.56999969482422,,199.25,2.4700000286102295
2002-03-06,117.95999908447266,,202.5,2.5799999237060547
2002-03-07,116.80000305175781,,201.5,2.755000114440918
2002-03-08,117.98999786376953,,200.75,2.809999942779541
2002-03-11,117.7300033569336,,202.0,3.0299999713897705
2002-03-12,117.80000305175781,,204.0,3.0299999713897705
2002-03-13,117.95999908447266,,204.75,2.8499999046325684
2002-03-14,117.29000091552734,,203.0,2.924999952316284
